Date,State,City(Country),Address,killed,injured
"December 31, 2014",Florida,Lauderhill,3135 West Broward Boulevard,0,2
"December 31, 2014",Wyoming,Evansville,700 block of Rawhide Rd,0,0
"December 31, 2014",Massachusetts,Waltham,Clocktower Drive,0,0
"December 31, 2014",Texas,San Antonio,7999 Potranco Road,0,0
"December 31, 2014",Texas,Dallas,4000 block of Penelope St.,0,1
"December 31, 2014",California,Stockton,2300 block of East Lindsay Street,0,0
"December 31, 2014",Kansas,Overland Park,8300 block of Kessler,1,0
"December 31, 2014",Rhode Island,Warwick,Route 2 and East Avenue,0,0
"December 31, 2014",Missouri,Springfield,N/A,0,1
"December 31, 2014",Maryland,Baltimore,4700 block of Shamrock Avenue,0,1
"December 31, 2014",Maryland,Baltimore,5600 block of Harford Road,0,1
"December 31, 2014",Illinois,Chicago,8600 block of South Racine,0,1
"December 31, 2014",Michigan,Ypsilanti,900 block of N. Congress Stree,0,0
"December 31, 2014",Maryland,Capitol Heights,800 block of Balsamtree Drive,1,0
"December 31, 2014",Missouri,Kansas City,4200 block of Woodland Avenue,1,0
"December 31, 2014",Florida,Miami,69th Street and 6th Court,1,0
"December 31, 2014",Florida,Orange County,Garden Cove Court,0,1
"December 31, 2014",Maryland,Dundalk,200 block of Baltimore Avenue,0,0
"December 31, 2014",New Jersey,Lebanon,900 block of Guilford Street,0,0
"December 31, 2014",Colorado,Denver,East Fifth Avenue and Alton Way,1,0
"December 31, 2014",Ohio,Elyria,800 block of Allen Street,0,0
"December 31, 2014",New Jersey,Jersey City,Bramhall Avenue,0,0
"December 31, 2014",Louisiana,New Orleans,Bullard Avenue and Dwyer Road,0,0
"December 31, 2014",Tennessee,Chattanooga,Arlington Avenue,0,0
"December 31, 2014",Virginia,Dinwiddie County,8000 block of Vaughan Road,1,0
"December 31, 2014",Florida,Lauderhill,3135 West Broward Boulevard,0,2
"December 31, 2014",Wyoming,Evansville,700 block of Rawhide Rd,0,0
"December 31, 2014",Massachusetts,Waltham,Clocktower Drive,0,0
"December 31, 2014",Texas,San Antonio,7999 Potranco Road,0,0
"December 31, 2014",Texas,Dallas,4000 block of Penelope St.,0,1
"December 31, 2014",California,Stockton,2300 block of East Lindsay Street,0,0
"December 31, 2014",Kansas,Overland Park,8300 block of Kessler,1,0
"December 31, 2014",Rhode Island,Warwick,Route 2 and East Avenue,0,0
"December 31, 2014",Missouri,Springfield,N/A,0,1
"December 31, 2014",Maryland,Baltimore,4700 block of Shamrock Avenue,0,1
"December 31, 2014",Maryland,Baltimore,5600 block of Harford Road,0,1
"December 31, 2014",Illinois,Chicago,8600 block of South Racine,0,1
"December 31, 2014",Michigan,Ypsilanti,900 block of N. Congress Stree,0,0
"December 31, 2014",Maryland,Capitol Heights,800 block of Balsamtree Drive,1,0
"December 31, 2014",Missouri,Kansas City,4200 block of Woodland Avenue,1,0
"December 31, 2014",Florida,Miami,69th Street and 6th Court,1,0
"December 31, 2014",Florida,Orange County,Garden Cove Court,0,1
"December 31, 2014",Maryland,Dundalk,200 block of Baltimore Avenue,0,0
"December 31, 2014",New Jersey,Lebanon,900 block of Guilford Street,0,0
"December 31, 2014",Colorado,Denver,East Fifth Avenue and Alton Way,1,0
"December 31, 2014",Ohio,Elyria,800 block of Allen Street,0,0
"December 31, 2014",New Jersey,Jersey City,Bramhall Avenue,0,0
"December 31, 2014",Louisiana,New Orleans,Bullard Avenue and Dwyer Road,0,0
"December 31, 2014",Tennessee,Chattanooga,Arlington Avenue,0,0
"December 31, 2014",Virginia,Dinwiddie County,8000 block of Vaughan Road,1,0
"December 31, 2014",Florida,Lauderhill,3135 West Broward Boulevard,0,2
"December 31, 2014",Wyoming,Evansville,700 block of Rawhide Rd,0,0
"December 31, 2014",Massachusetts,Waltham,Clocktower Drive,0,0
"December 31, 2014",Texas,San Antonio,7999 Potranco Road,0,0
"December 31, 2014",Texas,Dallas,4000 block of Penelope St.,0,1
"December 31, 2014",California,Stockton,2300 block of East Lindsay Street,0,0
"December 31, 2014",Kansas,Overland Park,8300 block of Kessler,1,0
"December 31, 2014",Rhode Island,Warwick,Route 2 and East Avenue,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
"December 31, 2015",Kansas,Salina,400 block of S. 12th Street,0,0
"December 31, 2015",Kansas,Salina,University Place and Phillips Street,0,0
"December 31, 2015",North Carolina,Pasquotank (county),Sawyer Road,1,0
"December 31, 2015",Pennsylvania,Philadelphia,4400 block of North 7th Street,0,2
"December 31, 2015",California,Modesto,N/A,0,0
"December 31, 2015",Washington,Woodland,143 Whalen Road,1,0
"December 31, 2015",Iowa,Des Moines,1300 block of E. 14th Street,0,1
"December 31, 2015",Florida,Bradenton,500 block of 13th Avenue West,0,0
"December 31, 2015",Indiana,Merrillville,5500 block of Hayes Street,0,3
"December 31, 2015",Louisiana,New Orleans,N/A,0,0
"December 31, 2015",North Carolina,Gaston (county),Highland Street,0,1
"December 31, 2015",Texas,Arlington,1300 S. Bowen Road,0,1
"December 31, 2015",Tennessee,Madison,1700 block of Cumberland Station Boulevard,0,1
"December 31, 2015",Maryland,Oakland,Garrett Highway,0,0
"December 31, 2015",Texas,Montgomery (county),Kendal Ridge Lane and Clear Oaks Lane,0,0
"December 31, 2015",Illinois,Chicago (Englewood),7200 block of South Aberdeen Street,0,1
"December 31, 2015",Maryland,Halethorpe (Lansdowne),400 block of Fourth Ave,0,1
"December 31, 2015",Ohio,Cleveland,3800 block of East 144th Street,0,0
"December 31, 2015",New York,New York (Manhattan),Sherman Street,0,1
"December 31, 2015",North Carolina,Durham,433 Pilot Street,0,2
"December 31, 2015",Missouri,Kansas City,E. 37th Street and Blue Ridge Cutoff,0,0
"December 31, 2015",Massachusetts,New Bedford,Pleasant Street,1,0
"December 31, 2015",North Carolina,Charlotte,Westpark Drive,0,2
"December 31, 2015",Tennessee,Chattanooga,2700 block 6th Avenue,0,1
"December 31, 2015",Missouri,Kansas City,3000 block of Woodland Avenue,0,1
