Incident Date,State,City/County,Address,# killed,# injured
"February 2, 2019",Ohio,Cincinnati,370 St Andrews Dr,1,1
"January 31, 2019",Illinois,Decatur,1400 block of N Union St,0,1
"January 28, 2019",Texas,Houston,7815 Harding St,2,4
"January 28, 2019",New York,Kirkwood,NY-17 E,1,1
"January 27, 2019",Colorado,Denver,600 block of Inca St,1,2
"January 26, 2019",Illinois,Chicago,6400 block of N Kedzie Ave,0,1
"January 23, 2019",Idaho,Nez Perce (county),Hatwai Bypass and US 95,0,1
"January 23, 2019",Arizona,Flagstaff,W Topeka Ave and Railroad Spring Blvd,2,1
"January 22, 2019",Michigan,Saginaw,2832 Tittabawassee Rd,0,2
"January 20, 2019",Alabama,Mobile,8350 Jeff Hamilton Road Extension,1,0
"January 18, 2019",Pennsylvania,Harrisburg,1800 block of Mulberry St,1,2
"January 17, 2019",Pennsylvania,Philadelphia,2100 block of N 5th St,0,1
"January 17, 2019",Pennsylvania,York,N/A,1,3
"January 16, 2019",Colorado,Evans,42nd St and CanAm Hwy,1,0
"January 14, 2019",North Carolina,Elm City,5200 block of Sharon Acres Rd,0,1
"January 14, 2019",Texas,Odessa,7321 Kentucky Ave,1,3
"January 13, 2019",Minnesota,Duluth,1000 block of W Skyline Parkway,1,1
"January 13, 2019",Alabama,Birmingham,700 block of 5th Ave N,1,2
"January 11, 2019",Texas,Arlington,1701 W Randol Mill Rd,1,1
"January 10, 2019",California,Davis,5th St and D St,2,0
"January 9, 2019",North Carolina,Raleigh,Schaub Dr and Teakwood Place,0,1
"January 9, 2019",Louisiana,Shreveport,1633 Midway Ave,1,0
"January 8, 2019",Indiana,Lafayette,813 N 9th St,0,1
"January 6, 2019",West Virginia,Hurricane,WV 34 and US 60,1,1
"January 6, 2019",Oklahoma,Cache,711 Oak Ave,2,2
"January 5, 2019",Utah,Orem,50 W University Pkwy,1,1
"January 4, 2019",Louisiana,New Orleans,2300 block of Orleans Ave,1,1
"January 3, 2019",Louisiana,Monroe,1601 Martin Luther King Junior Dr,0,3
