Incident Date,State,City/County,Address,# killed,# injured
"November 26, 2016",Florida,Hudson,7031 Oakley Avenue,0,1
"November 22, 2016",Michigan,Detroit,3650 Lincoln St,1,0
"November 20, 2016",Missouri,Kansas City (Gladstone),NW Vivion Road and U.S. 169,1,1
"November 20, 2016",Missouri,Saint Louis,3533 Hampton Ave,1,1
"November 20, 2016",Florida,Sanibel,2300 Periwinkle Way,0,1
"November 20, 2016",Texas,San Antonio,315 South Santa Rosa Ave,1,0
"November 19, 2016",California,Hawthorne,4880 West Rosecrans Avenue,0,2
"November 18, 2016",Pennsylvania,Philadelphia,1100 block of Parrish St,0,1
"November 18, 2016",Georgia,Ludowici,11800 block of Tibet Dr,2,0
"November 15, 2016",Oregon,Clackamas,SE Sunnyside Rd and SE 139th Ave,0,1
"November 13, 2016",California,Hughson,1220 Geer Rd,1,0
"November 12, 2016",Alaska,Anchorage,Cordova St and E 5th Ave,1,1
"November 11, 2016",Idaho,Boise,W Irving St and N Wilson St,1,2
"November 11, 2016",Colorado,Loveland,N/A,1,1
"November 10, 2016",Kentucky,Lexington,4000 block of Airport Road,0,1
"November 10, 2016",Pennsylvania,Canonsburg,120 Woodcrest Dr,3,1
"November 9, 2016",Indiana,Lebanon,1905 Indianapolis Avenue,0,1
"November 8, 2016",Colorado,Denver,14500 block of East 46th Ave,1,1
"November 8, 2016",Arizona,Show Low,680 W Deuce Of Clubs,2,0
"November 6, 2016",Florida,Kissimmee,5770 West Irlo Bronson Memorial Hwy,0,1
"November 6, 2016",Georgia,Byron,GA-42 and Hardison Rd,2,1
"November 5, 2016",Kansas,Topeka,100 block of NE Woodruff Ave,0,2
"November 4, 2016",California,Fresno,E Church Ave and S Gearhart Ave,0,1
"November 4, 2016",New York,Bronx,1575 Noble Ave,2,1
"November 4, 2016",Missouri,Arnold,2139 Plaza Drive,0,2
"November 3, 2016",District of Columbia,Washington,2500 block of Horse Stable Ln NW,0,1
"November 2, 2016",Arkansas,Farmington,263 Countryside Dr,0,1
"November 2, 2016",Iowa,Des Moines,Merle Hay and Sheridan,2,0
"November 1, 2016",Ohio,Brookville,799 Arlington Rd,1,1
"October 31, 2016",California,Fresno,E Clinton Ave and N Winery Ave,1,0
"October 30, 2016",Oklahoma,Hammon,Oklahoma 34,1,1
"October 29, 2016",Wisconsin,Conrath,Broken Arrow Rd,1,0
"October 24, 2016",Arizona,Tucson,36th and Park Avenue,0,2
"October 23, 2016",Oklahoma,Wellston,Highway 66 and N 3310 Rd,1,5
"October 21, 2016",Georgia,Columbus,3300 block of Hilton Ave,0,1
"October 20, 2016",Missouri,Saint Louis,10400 block of Royal Dr,0,1
"October 19, 2016",California,Modoc (county),County Road 115 and County Road 170,1,1
"October 18, 2016",Kentucky,Paris,1919 Brent Street,1,1
"October 16, 2016",Alaska,Fairbanks,300 block of Seventh Ave,1,0
"October 14, 2016",California,San Francisco,1501 Sloat Boulevard,1,1
"October 14, 2016",Texas,Dallas,300 block of East Brownlee Avenue,2,2
"October 14, 2016",New Jersey,Paterson,Oak and Madison streets,0,2
"October 12, 2016",Maryland,Baltimore,1000 block of Bethune Ave,0,1
"October 12, 2016",New York,Corona (Queens),Jamaica Ave and 168th St,0,1
"October 12, 2016",New York,Jamaica,168th St and Jamaica Ave,0,1
"October 12, 2016",Massachusetts,Boston,136 Gladstone St,1,2
"October 10, 2016",Wisconsin,Baraboo (West Baraboo),1875 W Pine St,0,1
"October 8, 2016",California,Palm Springs,2700 block of Cypress Ave,2,1
"October 6, 2016",Missouri,Saint Louis,10700 block of Arno Dr,1,1
"October 5, 2016",California,Lancaster,3200 block of W Ave J-7,1,1
"October 1, 2016",North Carolina,Eden,365 E. Harris Pl,0,1
"September 29, 2016",Arizona,Willcox,N/A,0,2
"September 29, 2016",Arizona,Kingman,1700 block of Miami Avenue,1,1
"September 27, 2016",Ohio,Cincinnati,3900 Vincent Ave,0,3
"September 26, 2016",Iowa,Newton,N/A,0,1
"September 26, 2016",California,Lemon Grove,N/A,0,1
"September 24, 2016",Virginia,Reva,2500 block of Ridgeview Rd,0,1
"September 21, 2016",Alaska,Anchorage,12740 Ginami St,1,2
"September 19, 2016",New Jersey,Linden,500 block of Elizabeth Ave,0,1
"September 18, 2016",Texas,Pasadena,5690 Fairmont Pkwy,0,1
"September 17, 2016",North Carolina,Rutherfordton,Monfredo Street,1,1
"September 16, 2016",Missouri,Hollister,200 Boo Boo Blvd,1,2
"September 16, 2016",Pennsylvania,Philadelphia,5100 block of Sansom St,2,5
"September 16, 2016",Texas,Fort Worth,3828 Wharton Dr,2,2
"September 15, 2016",New York,New York (Manhattan),W 32nd St and 6th Ave,0,2
"September 14, 2016",Alabama,Childersburg,101 Sadie Lee Dr,1,2
"September 12, 2016",Michigan,Detroit,15201 E 7 Mile Rd,1,2
"September 10, 2016",North Carolina,Shelby,212 Gidney St,1,1
"September 9, 2016",Florida,Saint Petersburg (St Petersburg),Freemont Terrace and 29th Street,0,1
"September 8, 2016",Texas,Alpine,704 West Sul Ross Ave,1,2
"September 8, 2016",California,Delhi,16200 block of Harmony Ranch Dr,1,1
"September 7, 2016",Alaska,Chevak,234 City Office Roadway,1,1
"September 4, 2016",Illinois,Chicago,W 31st St and S Loomis St,0,1
"September 3, 2016",New Jersey,Atlantic City,2100 Pacific Ave,1,1
"September 3, 2016",California,Fresno,1225 M St,0,2
"September 2, 2016",New Mexico,Alamogordo,600 block of South Florida Ave,2,0
"September 2, 2016",Colorado,Parker,6651 East Pine Grove Ln,1,1
"August 31, 2016",North Carolina,Denton,Hilltop Ln,0,1
"August 30, 2016",New Mexico,Clovis,900 block of Wallace St,0,1
"August 29, 2016",North Carolina,Raleigh,311 Donald Ross Dr,1,1
"August 28, 2016",Arkansas,Dover,Waldo Dr,0,1
"August 28, 2016",Michigan,Detroit,19700 block of Teppert St,1,0
"August 25, 2016",Tennessee,Alcoa,Kerrway Ln and Alcoa Trail,1,0
"August 21, 2016",Louisiana,New Orleans,Law St and New Orleans St,1,1
"August 18, 2016",California,Porterville,Olive St and H St,0,2
"August 16, 2016",Illinois,Chicago (Roseland),600 block of East 100th Place,0,1
"August 14, 2016",Georgia,Marietta,720 Franklin Gateway,0,2
"August 14, 2016",South Dakota,Aberdeen,324 Marshall St,0,2
"August 13, 2016",Georgia,Eastman,Smith St and Main St,1,0
"August 12, 2016",Missouri,Doe Run,Corcoran Rd,0,1
"August 12, 2016",New Mexico,Hatch,Franklin St,1,1
"August 11, 2016",Illinois,Rockford,N Sunset Ave and Auburn St,0,1
"August 11, 2016",Missouri,Saint Louis,Lucas-Hunt Rd and W Florissant Ave,0,1
"August 10, 2016",Arkansas,Sebastian (county),4722 Hwy 253,1,1
"August 9, 2016",California,Nevada City,N/A,0,1
"August 9, 2016",Maryland,Lutherville Timonium,2001 Dulaney Valley Rd,0,1
"August 9, 2016",Tennessee,Jackson,Brianfield Cove,1,0
"August 8, 2016",Minnesota,Fosston,32658 Us Highway 2 SE,0,1
"August 8, 2016",Oregon,Gladstone,SE McLoughlin Blvd,0,2
"August 6, 2016",Utah,Salt Lake City,1300 N. Mandalay Rd,0,1
"August 2, 2016",California,Los Angeles (Hollywood),5451 Sunset Blvd,0,2
"July 31, 2016",Illinois,Carbondale,700 block of N Robert A Stalls St,0,1
"July 29, 2016",Indiana,Indianapolis,6800 Valley Brook Way,0,1
"July 29, 2016",New Jersey,Bridgeton (Upper Deerfield Twp),300 block of Centerton Rd,0,2
"July 28, 2016",California,San Diego,3800 block of Boston Ave,1,2
"July 25, 2016",Indiana,Indianapolis,2700 block of Newton Ave,1,1
"July 25, 2016",California,Los Angeles (Watts),11124 Antwerp Ave,1,1
"July 23, 2016",Arizona,Phoenix,5154 N 27th Ave,1,1
"July 21, 2016",Illinois,Chicago,Calumet Ave and East 18th St,1,1
"July 19, 2016",Kansas,Kansas City,N 22nd St and Haskell Ave,1,0
"July 17, 2016",Wisconsin,Milwaukee,3500 block of South 17th St,1,1
"July 17, 2016",Louisiana,Baton Rouge,9611 Airline Hwy,4,3
"July 16, 2016",Indiana,Indianapolis,8700 block of Carver Dr,0,1
"July 14, 2016",Virginia,Norfolk,811 E City Hall Ave,0,1
"July 13, 2016",Missouri,Saint Louis,3000 block of Miami St,2,2
"July 11, 2016",Michigan,Saint Joseph,811 Port St,3,2
"July 10, 2016",Oklahoma,Cache,Shady Lane Drive,0,1
"July 9, 2016",Alabama,Wedowee,300 block of County Road 7,1,1
"July 8, 2016",Missouri,Ballwin,300 block of New Ballwin Rd,0,1
"July 8, 2016",Georgia,Valdosta,3833 North Oak Street Extension,0,2
"July 7, 2016",Texas,Dallas,800 Main St,5,9
"July 7, 2016",Alabama,Selma,700 block of King St,1,2
"July 7, 2016",Tennessee,Bristol,536 Volunteer Pkwy,1,4
"July 4, 2016",South Carolina,North Charleston,Waltham Rd,1,1
"July 3, 2016",Missouri,Saint Louis,6200 block of Bailey Pl,0,2
"June 30, 2016",Colorado,Guffey,4017 County Rd 71,2,1
"June 30, 2016",Alabama,Birmingham,2900 block of Dowell Ave SW,0,3
"June 28, 2016",Washington,Auburn,3400 block of I St NE,0,2
"June 28, 2016",Idaho,Boise,Bridlewood Cir and N Glenwood St,1,2
"June 26, 2016",Connecticut,New Milford,30 Candlewood Lake S,0,1
"June 24, 2016",Pennsylvania,Folcroft,1500 block of Elmwood Ave,0,1
"June 23, 2016",Louisiana,Monroe (Richwood),105 Mary Beth Ct,0,2
"June 23, 2016",California,Bellflower,16600 block of Lisa Ave,0,2
"June 23, 2016",Texas,Bulverde,"31,000 block of High Ridge Dr",0,2
"June 22, 2016",Louisiana,Harvey,2301 Manhattan Blvd,1,0
"June 21, 2016",Tennessee,Memphis,Kemper Dr,2,1
"June 20, 2016",South Carolina,Hardeeville,20751 Whyte Hardee Blvd,1,1
"June 19, 2016",South Carolina,North Myrtle Beach,Bellamy Rd,0,1
"June 18, 2016",Michigan,Detroit,15800 block of Prairie St,0,2
"June 15, 2016",New Mexico,Albuquerque,Coors Blvd SW and Rio Bravo Blvd SW,1,1
"June 12, 2016",Florida,Orlando,1912 S Orange Avenue,50,53
"June 12, 2016",Florida,Hialeah,1475 West 49th Pl,0,1
"June 11, 2016",Kentucky,Louisville,23rd St and Magazine St,0,1
"June 9, 2016",Ohio,Maineville,8390 Old Orchard Ln,0,2
"June 9, 2016",Pennsylvania,York,900 block of East Philadelphia St,1,1
"June 7, 2016",Virginia,Fredericksburg,Windsor Ridge Ct,0,1
"June 4, 2016",Georgia,Atlanta,40 Peachtree Valley Rd NE,0,1
"June 1, 2016",Kentucky,Berea,Arthur Jackson Lane,1,1
"June 1, 2016",California,Fremont,Washington Blvd,1,2
"May 29, 2016",Texas,Houston,13210 Memorial Dr,2,6
"May 29, 2016",Texas,Marlin,King St and Rickelman St,0,1
"May 28, 2016",Georgia,Cataula,I-185,0,1
"May 27, 2016",Wisconsin,Appleton,900 block of South Kensington Dr,1,2
"May 26, 2016",Illinois,Lansing,16800 block of Torrence Ave,1,1
"May 25, 2016",Tennessee,Dunlap,Tram Trail Rd and Hwy 111,0,1
"May 24, 2016",Illinois,Park Forest,Rich Ct,1,2
"May 22, 2016",Massachusetts,Auburn,Rochdale St,2,1
"May 20, 2016",California,West Covina,N Yaleton Ave and Badillo St,0,1
"May 20, 2016",Missouri,Kansas City,1 Riverboat Dr,0,2
"May 18, 2016",Arizona,Laveen,51st Avenue and Baseline,2,0
"May 17, 2016",Texas,Austin,2201 Robert Dedman Dr,0,1
"May 15, 2016",Illinois,Eddyville,N/A,1,1
"May 14, 2016",Arizona,Phoenix,3737 West McDowell Road,2,2
"May 13, 2016",California,Los Angeles,3400 block of Lee St,1,1
"May 13, 2016",New Hampshire,Manchester,Second St and Ferry St,0,2
"May 11, 2016",South Dakota,Rosebud,N/A,0,1
"May 9, 2016",Kansas,Kansas City,777 Hollywood Casino Blvd,1,2
"May 7, 2016",Illinois,Mahomet,600 block of South Vine St,0,2
"May 7, 2016",Arizona,Tempe,Price Rd and University Dr,0,1
"May 5, 2016",Wisconsin,Milwaukee,7615 W Mill Rd,1,1
"May 4, 2016",California,Pittsburg,East Leland Rd and Loveridge Rd,0,1
"May 3, 2016",North Carolina,Wake (county),Old Watkins Rd,0,1
"April 30, 2016",Florida,Orlando,2200 Consulate Dr,0,2
"April 27, 2016",Oregon,Portland,18900 block of NE Couch St,0,2
"April 26, 2016",Virginia,Keeling,129 Blair Ln,0,1
"April 25, 2016",Illinois,Chicago,2300 block of South Trumbull Ave,0,1
"April 25, 2016",Texas,Arlington,400 block of Summit Ave,0,2
"April 23, 2016",Kansas,Topeka,3732 SW Topeka Blvd,1,4
"April 23, 2016",Arizona,Chandler,1175 S Arizona Ave,1,2
"April 17, 2016",Alabama,Florence,Cox Creek Pkwy and Cloverdale Rd,1,1
"April 17, 2016",Pennsylvania,Philadelphia,Salford Street,0,1
"April 14, 2016",Texas,Austin,1000 block of Morrow St,0,1
"April 14, 2016",Texas,Houston,Alabama St and Briley St,0,1
"April 13, 2016",Massachusetts,Devens,31 Quebec St,0,1
"April 11, 2016",New Mexico,Portales,16th St and Ave E,0,1
"April 10, 2016",Ohio,Columbus,14 W California Ave,1,1
"April 9, 2016",Texas,Freeport,N/A,0,1
"April 3, 2016",Texas,Austin,508 West Ave,1,1
"April 1, 2016",Alabama,Grand Bay,Grand Bay-Wilmer Road,0,2
"March 31, 2016",Virginia,Richmond,2910 N Blvd,2,2
"March 26, 2016",North Carolina,Charlotte,Honey Hill Lane,0,3
"March 26, 2016",Florida,Tampa,11408 North 30th St,2,1
"March 24, 2016",New Mexico,Albuquerque,14500 Central Ave SW,1,1
"March 23, 2016",Colorado,Thornton,Grant St and E 86th Ave,1,1
"March 21, 2016",Illinois,Chicago,10100 block of South Green St,0,2
"March 21, 2016",North Carolina,Durham,219 S Mangum St,0,1
"March 20, 2016",Indiana,Russiaville,380 West Chandler St,2,1
"March 19, 2016",Illinois,Park Forest,300 block of Neola St,1,1
"March 18, 2016",South Carolina,Greenville,Rebecca St,2,0
"March 15, 2016",Texas,Fort Worth,2800 block of Longvue Ave,1,1
"March 15, 2016",Arkansas,Springdale,E Bob Lawrence Rd and N Howard Porter Rd,0,1
"March 14, 2016",South Carolina,Woodruff,500 block of Harrison St,0,1
"March 14, 2016",Illinois,Chicago,3700 block of West Polk St,1,3
"March 13, 2016",Maryland,Hyattsville (Landover),7600 Barlowe Rd,1,1
"March 12, 2016",Pennsylvania,Chester,7th St and Fulton St,1,2
"March 10, 2016",Kentucky,Franklin,Cherry St,0,2
"March 9, 2016",Mississippi,Jackson,220 Edgewood Terrace Dr,0,1
"March 9, 2016",Florida,Jacksonville,4744 Collins Rd,0,2
"March 8, 2016",New York,Brooklyn,Troutman St and Wilson Ave,0,2
"March 3, 2016",Florida,Fort Pierce,Coolidge Rd,0,1
"March 1, 2016",Texas,Euless,508 Simmons Drive,2,0
"February 27, 2016",Virginia,Woodbridge (Lake Ridge),13051 Lashmere Ct,2,2
"February 26, 2016",South Carolina,Goose Creek,1316 Red Bank Rd,1,1
"February 25, 2016",Nevada,Silver Springs,1280 Lincoln Hwy,1,2
"February 24, 2016",Missouri,Independence,10301 E US Hwy 40,0,1
"February 24, 2016",Colorado,Bailey,36 Iris Dr,2,2
"February 22, 2016",South Carolina,Moncks Corner,1053 Moss Grove Dr,0,1
"February 22, 2016",Colorado,Denver,35th Ave and Lowell Blvd,1,1
"February 20, 2016",New York,Brooklyn,Lexington Ave,0,3
"February 20, 2016",Mississippi,Iuka,231 Co Rd 201,2,3
"February 19, 2016",Michigan,Bay City,600 block of N Sherman Ave,1,1
"February 19, 2016",Tennessee,Elizabethton,Parkway Blvd and S Side Rd,1,1
"February 17, 2016",Pennsylvania,Allentown,616 Godfrey St,0,2
"February 17, 2016",California,Santa Ana,2700 block of McFadden Ave,0,2
"February 16, 2016",Louisiana,Baton Rouge,5600 block of Fairfields Ave,1,2
"February 15, 2016",New Mexico,Jal,169 Madera Rd,1,1
"February 13, 2016",Indiana,Indianapolis,1100 block of McDougal St,0,1
"February 13, 2016",Mississippi,Clarksdale,9 E 2nd St,0,1
"February 12, 2016",Minnesota,Minneapolis (Plymouth),Rockford Rd and Northwest Blvd,2,2
"February 11, 2016",North Dakota,Fargo,3rd Street N and 9th Avenue N,2,0
"February 11, 2016",Georgia,Riverdale,6600 block of Church St,2,0
"February 11, 2016",Georgia,Cordele,I-75 and GA 300,1,3
"February 10, 2016",Georgia,Pooler,Leah Dr,0,1
"February 10, 2016",California,Wilmington,Pacific Coast Hwy,0,1
"February 10, 2016",Maryland,Abingdon,3412 Merchants Blvd,3,0
"February 9, 2016",California,Wilmington,Alameda St and Pacific Coast Hwy,0,1
"February 8, 2016",Colorado,Grand Junction,500 block of Fruitvale Ct,1,0
"February 7, 2016",Iowa,Sioux City,2951 Park Ave,0,2
"February 6, 2016",Ohio,Kenton,Co Rd 106 and SR 309,1,1
"February 5, 2016",Oregon,Seaside,323 Broadway St,2,0
"February 5, 2016",Wyoming,Cheyenne,403 S. Greeley Hwy,1,1
"February 4, 2016",New York,Bronx,320 E. 156th St,1,2
"February 3, 2016",Alabama,Florence,Ridge Ave,0,2
"February 3, 2016",South Dakota,Rosebud,N/A,1,1
"February 3, 2016",Florida,Ocala,1940 SE 58th Ave,1,1
"January 31, 2016",Virginia,Richmond,2700 block of Hanes Ave,0,1
"January 28, 2016",Minnesota,Saint Paul (Oakdale),2700 block of Granite Ave,1,1
"January 27, 2016",Georgia,Marietta,I-75,1,1
"January 27, 2016",Arkansas,Jessieville,2900 block of Little Blakely Creek Rd,1,1
"January 26, 2016",Texas,Brownsville,5000 block of Santiago Ln,1,2
"January 26, 2016",Colorado,Aurora,17396 E Adriatic Dr,0,2
"January 26, 2016",Louisiana,New Orleans,5300 block of Douglas St,0,1
"January 22, 2016",Florida,Miami Gardens,NW 183rd St and NW 7th Ave,0,1
"January 21, 2016",New York,Syracuse,4949 Velasko Rd,0,1
"January 18, 2016",Texas,Houston,5600 block of Van Zandt St,0,1
"January 18, 2016",West Virginia,Paden City,Route 2,0,1
"January 17, 2016",Ohio,Danville,512 Market St,1,0
"January 17, 2016",Utah,Salt Lake City (Holladay),4400 block S Lynne Ln,2,1
"January 15, 2016",Michigan,Southfield,27033 Northwestern Hwy,1,1
"January 13, 2016",Missouri,Monroe City,N/A,0,2
"January 13, 2016",Texas,Houston,3100 block of Anita St,0,1
"January 9, 2016",New York,Bronx,2505 3rd Ave,0,2
"January 9, 2016",Arkansas,Little Rock,8407 W Markham St,0,2
"January 8, 2016",Kentucky,Louisville,4113 Eden Lane,0,2
"January 8, 2016",Massachusetts,Boston,33 Mount Bowdoin Terrace,0,1
"January 7, 2016",Pennsylvania,Philadelphia,Spruce St and 60th St,0,2
"January 5, 2016",Alaska,Haines,Mud Bay Road,0,1
"January 5, 2016",Indiana,Indianapolis,S East Street,0,1
"January 4, 2016",Indiana,Indianapolis,North Harding St,0,1
"January 4, 2016",North Carolina,Winston Salem (Winston-salem),Exit 7 US 421,0,2
"January 4, 2016",Nevada,Reno,1822 Harte Rd,0,2
"January 3, 2016",North Carolina,Charlotte,2600 block of Watson Dr,1,1
"January 2, 2016",Nevada,Virginia City,Highland Ranches,0,2
"January 1, 2016",South Carolina,Estill,Main Street,0,1
