Incident Date,State,City/County,Address,# killed,# injured
"July 20, 2018",Washington,Sunnyside,500 block of S 15th St,1,4
"July 20, 2018",New Jersey,Elizabeth,323 Irvington Ave,0,4
"July 18, 2018",Oklahoma,Oklahoma City,7201 Melrose Ln,0,4
"July 16, 2018",Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4
"July 16, 2018",District of Columbia,Washington,300 block of 53rd St NE,1,4
"July 16, 2018",Pennsylvania,Philadelphia,2100 block of N 4th St,1,4
"July 15, 2018",Colorado,Denver,50th Ave and Grant St,0,4
"July 15, 2018",Tennessee,Chattanooga,1400 Cowart St,0,5
"July 14, 2018",Maryland,Fort Washington,9500 block of Fort Foote Rd,0,4
"July 13, 2018",Virginia,Richmond,1401 Roseneath Rd,1,3
"July 12, 2018",Tennessee,Memphis,3678 Powers Rd,0,5
"July 11, 2018",Texas,Houston,9550 Bissonnet St,0,4
"July 11, 2018",Florida,Reddick,16300 block of NW Gainesville Rd,0,4
"July 9, 2018",Delaware,Wilmington,2709 Ferris Rd,5,0
"July 9, 2018",Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4
"July 8, 2018",Alabama,Brandon,565 US-80,0,6
"July 8, 2018",Tennessee,Memphis,Mount Moriah Rd and Mendenhall Rd,0,4
"July 7, 2018",Alabama,Wetumpka,135 Granite Way,3,2
"July 5, 2018",New York,Brooklyn,280 Herkimer St,0,4
"July 5, 2018",New York,Albany,First St and Lexington Ave,0,4
"July 5, 2018",California,Los Angeles,1600 block of W. 2nd Street,3,3
"July 5, 2018",Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6
"July 5, 2018",Ohio,Lima,1440 Bellefontaine Ave,1,5
"July 4, 2018",Indiana,Gary,3400 block of Pierce St,1,3
"July 4, 2018",Georgia,Atlanta,5456 E Fayetteville Rd,1,3
"July 3, 2018",Missouri,Saint Louis,1700 block of Billups Ave,1,5
"July 3, 2018",District of Columbia,Washington,1700 block of Benning Rd NE,0,4
"July 2, 2018",New York,Buffalo,Grape St,2,2
"July 1, 2018",Illinois,Chicago,3400 block of W Walnut Ave,0,6
"June 30, 2018",Georgia,Ashburn,800 Block of W. Washington,1,6
"June 30, 2018",Maryland,Baltimore,4000 block of Penhurst Ave,0,6
"June 30, 2018",New Jersey,Jersey City,Lexington Ave and John F Kennedy Blvd,0,5
"June 28, 2018",Maryland,Annapolis,888 Bestgate Rd,5,0
"June 27, 2018",California,Oakland,8901 MacArthur Boulevard,1,3
"June 27, 2018",Texas,San Antonio,100 block of Holly Street,0,4
"June 27, 2018",Connecticut,Hartford,124 Hillside Ave,0,4
"June 25, 2018",Illinois,Chicago,3900 block of S Vincennes Ave,0,6
"June 24, 2018",North Carolina,Sanford,109 S Steele St,1,6
"June 24, 2018",Florida,Punta Gorda,2450 Harbour Dr,0,4
"June 24, 2018",Florida,Indiantown,17068 SW Palm Beach St,0,4
"June 24, 2018",Florida,Palm Beach Gardens (Riviera Beach),1200 block of W 35th St,1,3
"June 24, 2018",Indiana,Gary,2500 block of Harrison Street,1,3
"June 24, 2018",Ohio,Sandusky,1504 Milan Rd,0,5
"June 23, 2018",Kansas,Wichita,1403 Harding St,0,4
"June 23, 2018",Illinois,Chicago,100 block of East 51st St,1,4
"June 23, 2018",Tennessee,Covington,319 N High St,0,4
"June 22, 2018",Pennsylvania,Homestead (Munhall),1324 Margaret St,1,3
"June 21, 2018",California,San Bernardino,279 W Base Line,1,3
"June 21, 2018",Louisiana,Morganza,Deaton Ln,0,4
"June 21, 2018",Illinois,Chicago,6500 block of S Claremont Ave,0,4
"June 20, 2018",California,Modesto,2300 block of West Hatch Road,0,5
"June 19, 2018",Alabama,Huntsville,905 Lee Dr NW,0,4
"June 18, 2018",Illinois,Bloomington,311 Riley Dr,3,1
"June 18, 2018",Illinois,Chicago,1300 block of S Loomis St,2,3
"June 17, 2018",North Carolina,Charlotte,3215 Queen City Dr,0,4
"June 17, 2018",New Jersey,Trenton,635 S Clinton Ave,1,19
"June 17, 2018",Georgia,Macon,325 Edgewood Ln,1,3
"June 17, 2018",Illinois,Chicago,2200 block of S Sacramento Ave,0,4
"June 14, 2018",Pennsylvania,Philadelphia,400 block of Penn St,0,4
"June 14, 2018",California,Union City,32992 Mission Blvd,0,5
"June 14, 2018",California,Tracy,West 6th Street,1,4
"June 14, 2018",New York,Buffalo,Marigold Ave,1,4
"June 14, 2018",Colorado,Westminster,5150 W 80th Ave,1,3
"June 12, 2018",New York,Bronx,W 166th St and Summit Ave,0,4
"June 11, 2018",Alabama,Montgomery,3220 block of Virginia Pines Ln,0,4
"June 11, 2018",Florida,Orlando,4932 Eaglesmere Dr,5,1
"June 10, 2018",Florida,Bradenton,5627 14th St W,1,5
"June 10, 2018",California,Valley Village,12719 Tiara St,0,6
"June 10, 2018",Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,1,4
"June 10, 2018",Illinois,Aurora,300 block of W Park Ave,0,7
"June 10, 2018",Illinois,Bloomington,1200 block of Orchard Rd,2,2
"June 10, 2018",Illinois,Chicago,6400 block of S Eberhart Ave,1,5
"June 9, 2018",Massachusetts,Boston,14 Copeland St,0,4
"June 9, 2018",North Carolina,Kannapolis,1709 S Cannon Blvd,0,4
"June 9, 2018",Pennsylvania,Philadelphia,2000 block of 20th St,1,4
"June 5, 2018",Florida,Jacksonville,Town Center Pkwy,3,1
"June 3, 2018",Texas,Dallas,4500 Spring Ave,0,5
"June 3, 2018",Illinois,Chicago,1200 block of W 73rd Pl,1,3
"June 2, 2018",Nebraska,Omaha,S 11th St and Farnam St,1,6
"June 2, 2018",New York,Buffalo,Strauss Street,0,5
"May 31, 2018",South Carolina,Timmonsville,544 Chaney Grove Rd,3,2
"May 27, 2018",Louisiana,Shreveport,857 E Stoner Ave,0,4
"May 27, 2018",Colorado,Aurora,15373 E 6th Ave,1,3
"May 25, 2018",Ohio,Cincinnati,1000 block of Ross Avenue,0,4
"May 20, 2018",Indiana,Anderson,1604 Madison Ave,0,4
"May 20, 2018",Mississippi,Hazlehurst,513 Monticello St,1,7
"May 18, 2018",Texas,Santa Fe,16000 Hwy 6,10,13
"May 16, 2018",Texas,Ponder,610 Lone Star Park Ln,5,1
"May 14, 2018",Maryland,Baltimore,2020 Etting St,0,4
"May 13, 2018",California,Stockton,2436 Belleview Street,3,2
"May 13, 2018",Mississippi,Byhalia,French Rd and Berta Rd,0,4
"May 13, 2018",California,Los Angeles,365 W Manchester Avenue,2,2
"May 12, 2018",Nebraska,Omaha,3201 Decatur St,0,6
"May 12, 2018",New Jersey,Paulsboro,275 W Buck St,0,4
"May 11, 2018",Missouri,Saint Louis,4800 block of Farlin Ave,0,4
"May 11, 2018",Oklahoma,Talihina,2nd St and Dallas St,1,4
"May 9, 2018",Nebraska,Omaha,Sahler St and N 48th St,0,4
"May 9, 2018",Missouri,Saint Louis,5200 block of Minerva Avenue,0,4
"May 7, 2018",California,San Diego,15th St and J St,0,5
"May 6, 2018",Oklahoma,Stillwater,2020 East Lakeview Road,0,4
"May 6, 2018",Tennessee,Memphis,499 North Watkins,2,4
"May 5, 2018",Georgia,Columbus,4944 Sentry Street,0,5
"May 4, 2018",North Carolina,Henderson,519 Hilliard St,0,4
"May 4, 2018",Illinois,Chicago Heights,200 block of E 23rd St,0,4
"May 2, 2018",Illinois,Chicago,3500 block of W Grenshaw St,1,4
"May 2, 2018",Minnesota,Minneapolis,2400 block of Ogema Place,0,6
"May 2, 2018",New York,Brooklyn,Bristol St,1,4
"May 1, 2018",Louisiana,New Orleans,3200 block of Saint Claude Ave,0,5
"April 30, 2018",Florida,Pompano Beach,4251 N Dixie Hwy,0,4
"April 30, 2018",District of Columbia,Washington,3600 block of New York Ave NE,0,4
"April 29, 2018",Tennessee,Wartburg,519 South Kingston St,0,4
"April 29, 2018",Washington,Seattle (Skyway),12603 Renton Ave S,2,2
"April 29, 2018",North Carolina,Monroe,1500 block of Massey St,1,3
"April 29, 2018",Florida,West Palm Beach,1969 S Military Trail,1,3
"April 28, 2018",North Carolina,Maxton,Modest Rd,0,5
"April 25, 2018",Arkansas,Pine Bluff,300 block of West 24th Street,0,4
"April 25, 2018",Missouri,Saint Louis,1151 Northdale Dr,3,1
"April 24, 2018",Michigan,Flint,2200 block of Ave A,0,4
"April 22, 2018",Louisiana,New Orleans,1900 block of St Roch Ave,1,5
"April 22, 2018",Tennessee,Antioch,3571 Murfreesboro Pike,4,3
"April 21, 2018",Pennsylvania,Philadelphia,1800 block of W Diamond St,2,2
"April 20, 2018",California,San Francisco,3rd Street and Quesada Ave,1,5
"April 18, 2018",North Carolina,Asheville,73 Hansel Ave,4,3
"April 15, 2018",Louisiana,Shreveport,6956 Jewella Ave,0,6
"April 9, 2018",California,Vallejo,201 Maine St,0,4
"April 8, 2018",North Carolina,Hickory,247 1st Ave NW,1,3
"April 8, 2018",Florida,Miami,1300 block of NW 63rd Terrace,2,2
"April 6, 2018",Florida,Jacksonville,6100 block of Transylvania Ave,0,4
"April 6, 2018",Virginia,Virginia Beach,5800 block of Pickering St,1,3
"April 4, 2018",Louisiana,New Orleans,3300 Garden Oaks Drive,2,2
"April 2, 2018",Texas,Houston,8500 block of Redcliff Rd,1,3
"April 1, 2018",Alabama,Mobile,3556 Halls Mill Rd,1,4
"April 1, 2018",Michigan,Saginaw,600 block of Yale St,0,5
"March 31, 2018",New Jersey,Asbury Park,Atlantic Ave and Monmouth Ave,0,5
"March 29, 2018",Texas,Plano,7401 Alma Dr,1,3
"March 29, 2018",New Jersey,Camden,Kaighn Ave and Haddon Ave,0,4
"March 24, 2018",Utah,Salt Lake City (West Valley City),3180 South 5600 West,0,4
"March 21, 2018",California,San Francisco,949 Geneva Ave,1,5
"March 17, 2018",Kentucky,Louisville,2928 W Kentucky St,0,7
"March 17, 2018",Illinois,Harvey,16700 S Halsted St,0,4
"March 13, 2018",Florida,Macclenny,South Blvd,0,4
"March 12, 2018",California,Modesto,2000 block of Robertson Rd,0,4
"March 11, 2018",Illinois,Champaign,700 block of N Hickory St,1,3
"March 11, 2018",Michigan,Saginaw,Cumberland Ave and Hess St,0,5
"March 11, 2018",Indiana,South Bend,800 block of E Dayton St,0,6
"March 9, 2018",North Carolina,Wadesboro,1300 E Caswell St,3,1
"March 7, 2018",Alabama,Hurtsboro,531 Main Street,2,2
"March 4, 2018",Illinois,Rockford,400 Howard Ave,1,4
"March 3, 2018",Florida,Miami,1300 Block of NW 62nd Ln,0,4
"March 3, 2018",New York,Brooklyn,Kings Highway and Utica Avenue,1,3
"February 27, 2018",Connecticut,Bridgeport,1306 Stratford Ave,0,4
"February 26, 2018",Michigan,Detroit,22000 block of Fenkell Ave,5,0
"February 23, 2018",Florida,Palm Beach Gardens (Riviera Beach),W 23rd St,1,3
"February 18, 2018",Texas,San Antonio,2893 Cinema Ridge,0,5
"February 17, 2018",Kansas,Kansas City,1615 Minnesota,1,7
"February 17, 2018",Tennessee,Memphis,3188 N Watkins Ave,0,5
"February 16, 2018",Oklahoma,Oklahoma City,1700 block of SW 15,1,3
"February 14, 2018",Florida,Pompano Beach (Parkland),5901 Pine Island Rd,17,17
"February 13, 2018",Louisiana,New Orleans,5400 block of Andry Street,3,3
"February 11, 2018",Michigan,Detroit,19432 Lamont Street,4,3
"February 10, 2018",Kentucky,Paintsville,413 Mill Street,5,0
"February 7, 2018",Florida,Lake Worth (Lantana),I-95 and Lantana Ave,3,3
"February 5, 2018",Colorado,Colorado Springs,4225 Galley Rd,2,4
"February 3, 2018",Ohio,Cleveland (Garfield Heights),11321 Broadway Ave,1,5
"January 31, 2018",Missouri,Saint Louis,Goodfellow Blvd and Dr Martin Luther King Dr,0,4
"January 28, 2018",Pennsylvania,Melcroft,1301 Indian Creek Valley Rd,5,0
"January 28, 2018",Pennsylvania,Reading,123 S 3rd St,4,0
"January 28, 2018",Indiana,Indianapolis,1313 N Sherman Dr,2,3
"January 27, 2018",California,Los Angeles,243 East 119th St,0,5
"January 27, 2018",Kentucky,Bowling Green,645 Pearl Street,0,4
"January 25, 2018",District of Columbia,Washington,1600 block of Kenilworth Ave NE,0,4
"January 23, 2018",Pennsylvania,Philadelphia,N 24th St and Ridge Ave,0,4
"January 23, 2018",Kentucky,Benton,416 High School Rd,2,14
"January 21, 2018",Florida,Orlando,3101 Willow Bend Blvd,0,4
"January 21, 2018",Illinois,Chicago,3200 W Division St,0,4
"January 17, 2018",District of Columbia,Washington,2000 block of 16th St SE,1,3
"January 15, 2018",Florida,Alachua,14223 NW 156th Pl,0,5
"January 14, 2018",Alabama,Eutaw,809 Mesopotamia St,1,4
"January 14, 2018",Alabama,Madison,101 Westchester Dr,0,4
"January 12, 2018",Tennessee,Nashville,2614 Jenkins Ct,3,2
"January 11, 2018",Missouri,Saint Robert (St Robert),St Robert Outer Road and Houston Road,2,2
"January 7, 2018",Alabama,Union Springs,U.S. Highway 29,1,5
"January 7, 2018",Florida,Plantation,5225 W Broward Blvd,0,4
"January 5, 2018",Mississippi,Hattiesburg,6168 US 49,0,6
"January 4, 2018",Arkansas,Brinkley,615 W 6th St,1,3
"January 1, 2018",Alabama,Huntsville,2025 Sparkman Dr NW,1,3
