Incident Date,State,City/County,Address,# killed,# injured
"September 16, 2018",Kentucky,Jackson,1387 KY 3193,1,1
"September 16, 2018",Kansas,Garden Plain,295th St W and 21st St N,2,0
"September 14, 2018",Texas,Fort Worth,3500 block of May St,2,0
"September 13, 2018",Illinois,Chicago,I-55 and S Cicero Ave,0,2
"September 12, 2018",New Hampshire,Kingston,Dorre Rd,0,1
"September 11, 2018",Nebraska,Omaha,N 30th St and Laurel Ave,0,2
"September 11, 2018",Kentucky,Georgetown,I-75 and Lexus Way,1,1
"September 11, 2018",Texas,Houston,300 block of North Vista Dr,0,2
"September 11, 2018",Texas,Tomball,26100 block of La Fouche Dr,0,2
"September 8, 2018",Virginia,Charlottesville,800 block of Hardy Drive,0,3
"September 7, 2018",Oregon,Williams,Dreamhill Dr,0,1
"September 5, 2018",Oklahoma,Tulsa,1110 E 60th St,1,1
"September 3, 2018",Illinois,Chicago,1 block of N Desplaines St,1,0
"September 3, 2018",Georgia,Covington,10000 Block of Industrial Blvd,1,1
"August 31, 2018",Texas,Amarillo,3400 block of Thurman,0,2
"August 31, 2018",Colorado,Aurora,1900 block of Peoria St,2,3
"August 28, 2018",Kansas,Mankato,307 N Commercial St,1,2
"August 26, 2018",Oklahoma,Woodward,US-183,0,2
"August 25, 2018",District of Columbia,Washington,490 L St NW,0,1
"August 24, 2018",Ohio,Cincinnati,2630 Victory Pkwy,1,1
"August 21, 2018",New Mexico,Santa Fe,N/A,0,2
"August 20, 2018",Colorado,Englewood,7 Sedgwick Dr,0,1
"August 17, 2018",Texas,Dallas,4000 block of N Jim Miller Rd,1,1
"August 16, 2018",Arizona,Phoenix,Cactus Rd and Cave Creek Rd,0,2
"August 15, 2018",Colorado,Greeley,2200 block of NW C St,0,2
"August 14, 2018",North Carolina,Kings Mountain,4941 E Dixon Blvd,0,1
"August 12, 2018",Virginia,Afton,1700 block of Avon Rd,2,1
"August 9, 2018",Ohio,Columbus,4875 Sinclair Rd,1,1
"August 8, 2018",Florida,Jacksonville Beach,334 Beach Blvd,0,2
"August 8, 2018",Florida,Panama City,1815 Clay Ave,0,2
"August 7, 2018",California,Los Angeles,41st Pl and Central Ave,1,1
"August 7, 2018",New Jersey,Camden,Broadway and Mount Vernon St,0,2
"August 6, 2018",Pennsylvania,Philadelphia,4800 block of Knox St,1,2
"August 5, 2018",Arkansas,Van Buren,2209 Granite Cir,1,1
"August 3, 2018",Arkansas,Trumann,Kasinger Ln,1,1
"August 2, 2018",Colorado,Colorado Springs,2300 block of E Boulder St,0,2
"July 31, 2018",Tennessee,Murfreesboro,1000 block of Grantland Ave,0,1
"July 31, 2018",Arkansas,Osceola,4610 W Keiser Ave,1,0
"July 31, 2018",Indiana,Anderson,1040 Main St,0,1
"July 27, 2018",California,Los Angeles,Plummer St and Noble Ave,0,2
"July 27, 2018",Massachusetts,Falmouth,Ashley Dr,0,3
"July 26, 2018",Georgia,Social Circle,Fairplay Rd,1,1
"July 25, 2018",Hawaii,Waianae,89-555 Mokiawe St,1,1
"July 25, 2018",Arizona,Avondale,Papago Fwy and N Avondale Blvd,1,1
"July 25, 2018",Wisconsin,Milwaukee,N 28th and W Wright st,1,0
"July 25, 2018",District of Columbia,Washington,200 block of Sheridan St NE,0,2
"July 22, 2018",North Carolina,High Point,2628 S Main St,0,1
"July 22, 2018",Colorado,Colorado Springs,S Peyton Hwy and Loop Rd,2,2
"July 22, 2018",New York,Buffalo,1210 Broadway,0,2
"July 21, 2018",Florida,Fort Myers,3915 Dr Martin Luther King Jr Blvd,1,1
"July 21, 2018",New York,Bronx,Sedgwick Avenue and West 183rd St,0,3
"July 20, 2018",Hawaii,Naalehu,S Point Rd and Kamaoa Rd,1,2
"July 20, 2018",Alabama,Cedar Bluff,N/A,0,1
"July 19, 2018",Missouri,Poplar Bluff,N/A,0,2
"July 19, 2018",Minnesota,South Saint Paul,500 block of 12th Ave N,0,2
"July 18, 2018",Missouri,Mansfield,N/A,0,2
"July 17, 2018",Arizona,Tucson,E Ajo Way and S Country Club Rd,1,1
"July 17, 2018",Hawaii,Mountain View,Kukui Camp Rd,1,0
"July 15, 2018",New Mexico,Albuquerque,I-25 and Avenida Cesar Chavez,1,1
"July 15, 2018",Missouri,Kansas City,8300 E US Hwy 40,1,3
"July 15, 2018",North Carolina,Lenoir,Cheraw Rd,1,1
"July 15, 2018",Massachusetts,Weymouth,Burton Terrace,2,1
"July 13, 2018",Michigan,Lake City,W Lotan Rd,1,1
"July 12, 2018",Florida,Lakeland,E Lemon Rd,0,2
"July 10, 2018",Florida,Hialeah,401 E 65th St,1,1
"July 7, 2018",California,Los Molinos,Hooker Creek Rd,1,2
"July 6, 2018",New York,Brooklyn,Decatur St and Tompkins Ave,0,2
"July 6, 2018",Illinois,Calumet City,600 block of Merrill Ave,0,1
"July 4, 2018",Texas,Brownsville,790 E Altoon Gloor Blvd,0,2
"July 4, 2018",Missouri,Saint Charles,1400 block of S 5th St,0,1
"July 3, 2018",Kansas,Wichita,1900 block of N Stoney Point Ct,1,1
"July 3, 2018",Oklahoma,Tulsa,4950 S Harvard Ave,0,2
"July 3, 2018",Illinois,South Elgin,300 block of Woodridge Cir,1,3
"July 2, 2018",New York,Erwin,Welch Road,2,0
"July 2, 2018",Rhode Island,Woonsocket,300 block of Social St,0,1
"July 1, 2018",Idaho,Boise,1900 block of S Cressida Pl,1,1
"June 29, 2018",Ohio,Columbus,1543 Cordell Ave,0,1
"June 26, 2018",Virginia,Stafford,1300 Courthouse Rd,0,1
"June 23, 2018",California,San Diego,4860 Rolando Ct,1,2
"June 20, 2018",Ohio,Cleveland (Parma Heights),Stumph Rd and Huffman Rd,1,1
"June 18, 2018",Mississippi,Hattiesburg,Lexington Dr,0,2
"June 15, 2018",Kansas,Kansas City,710 N 7th St,2,1
"June 15, 2018",North Carolina,Statesville,Fifth St,0,1
"June 15, 2018",Ohio,Cincinnati,835 Poplar St,0,1
"June 15, 2018",Colorado,Steamboat Springs,Pine Grove Rd,0,1
"June 13, 2018",Florida,Eustis,1415 S Bay St,1,1
"June 13, 2018",Colorado,Denver,551 E Colfax Ave,1,3
"June 13, 2018",Virginia,Bluemont,19844 Blue Ridge Mountain Rd,0,2
"June 12, 2018",Arizona,Arivaca,Yellow Jacket Road,0,1
"June 11, 2018",Florida,Orlando,4932 Eaglesmere Dr,5,1
"June 11, 2018",Pennsylvania,Columbia,400 block of Walnut St,0,1
"June 8, 2018",Florida,Vero Beach,1707 16th St,0,1
"June 7, 2018",Nebraska,Columbus,3410 16th St,0,2
"June 7, 2018",Indiana,Gary,560 Kentucky Street,1,1
"June 6, 2018",Ohio,Columbus,4215 Clime Rd,0,1
"June 3, 2018",California,San Diego,C Street and Second Avenue,0,1
"June 2, 2018",Minnesota,Mantorville,257th Ave,0,1
"June 1, 2018",Florida,Lakeland,N/A,0,1
"May 31, 2018",Ohio,Sheffield Lake,778 Oliver St,0,2
"May 30, 2018",Tennessee,Dickson,Bear Creek Valley Rd and Tidwell Switch Rd,1,0
"May 27, 2018",Colorado,Mesa (county),N/A,1,1
"May 26, 2018",Illinois,Chicago,N Noble St and W Chicago Ave,0,1
"May 24, 2018",Georgia,Austell,700 block six flags Rd,0,1
"May 23, 2018",Georgia,Atlanta,180 Southside Industrial Pkwy,0,1
"May 19, 2018",Indiana,Highland,2816 Highway Ave,0,2
"May 18, 2018",Missouri,Warsaw,Main St and Seminary St,0,2
"May 18, 2018",Texas,Santa Fe,16000 Hwy 6,10,13
"May 17, 2018",Oklahoma,Norman,OK-9 and 108th St SE,1,1
"May 13, 2018",California,Sonoma,19249 CA 12,0,1
"May 12, 2018",Ohio,Columbus,Harrisburg Pike and Eakin Road,1,1
"May 11, 2018",Oklahoma,Talihina,2nd St and Dallas St,1,4
"May 7, 2018",Arkansas,Hackett,1100 block of Sunny Hill Pl,1,3
"May 6, 2018",Florida,Lake Placid,234 Baltimore Way,1,0
"May 6, 2018",Wyoming,Casper,1950 E 15th St,1,1
"May 6, 2018",Louisiana,Harvey,3441 Manhattan Blvd,0,1
"May 4, 2018",Indiana,Terre Haute,65 S 18th St,3,0
"May 4, 2018",Ohio,Franklin,202 Baxter Dr,0,1
"May 4, 2018",Illinois,Chicago,4400 block of S Hermitage Ave,0,1
"May 3, 2018",California,Orosi,Rd 124 and Dennison Dr,1,1
"May 1, 2018",California,Compton,301 S Willowbrook Ave,0,1
"May 1, 2018",Arizona,Quartzsite,1395 W Main St,1,1
"April 29, 2018",Michigan,Fowlerville,5000 block of Hogback Rd,0,2
"April 27, 2018",Georgia,Centerville,Jeanett Pl,0,1
"April 27, 2018",Arizona,Nogales,631 W Mesa Verde Dr,1,0
"April 27, 2018",Missouri,Saint Louis,4621 Beck Ave,0,2
"April 25, 2018",Maine,Norridgewock,3 Waterville Rd,1,0
"April 24, 2018",Texas,Dallas,11600 Forest Central Dr,1,2
"April 23, 2018",Illinois,Chicago,7636 S Calumet Ave,0,2
"April 22, 2018",Louisiana,New Orleans,1900 block of St Roch Ave,1,5
"April 19, 2018",Florida,Trenton,1122 E Wade St,3,0
"April 17, 2018",Texas,Humble (Atascocita),12400 block of Saratoga Woods Ln,0,2
"April 14, 2018",North Carolina,Cameron,HM Cagle Dr,0,1
"April 12, 2018",Massachusetts,Marstons Mills,109 Blueberry Ln,1,0
"April 12, 2018",Louisiana,Shreveport,1301 Natalie St,1,1
"April 11, 2018",North Carolina,Greensboro,500 block of Yanceyville St,0,1
"April 10, 2018",Indiana,Garrett,400 block of S Hamsher St,0,2
"April 3, 2018",Kentucky,Bell (county),N/A,0,1
"April 1, 2018",Michigan,Jackson,943 Chittock Ave,1,2
"April 1, 2018",Louisiana,Covington,Railroad Avenue,1,1
"April 1, 2018",Louisiana,New Llano,Mangolia St,1,1
"April 1, 2018",Arkansas,Malvern (Rockport),Highway 270,0,1
"March 29, 2018",Kentucky,Hopkinsville,Paulette Ct,1,0
"March 25, 2018",Texas,Austin,5500 block of Ponciana Dr,1,1
"March 22, 2018",Illinois,Aurora,200 block of S Lake St,1,1
"March 22, 2018",Texas,Fort Worth,511 W Felix St,0,1
"March 21, 2018",California,San Francisco,949 Geneva Ave,1,5
"March 19, 2018",Florida,Tampa,N Hubert Ave and W Alva St,0,1
"March 19, 2018",Kansas,Lawrence,768 E 661 Diagonal Rd,0,1
"March 13, 2018",Kentucky,Elkhorn City,Hurricane Creek Rd,1,0
"March 9, 2018",California,Pomona,1400 block of S Palomares St,1,1
"March 6, 2018",Texas,San Antonio,9200 block of Saddle Trail,1,1
"March 6, 2018",Missouri,Clinton,306 W Grandriver St,2,2
"March 5, 2018",Idaho,Sandpoint,Ridley Village Rd,1,2
"March 2, 2018",Indiana,Lebanon,Indian Springs Drive,1,1
"March 2, 2018",Arizona,Glendale,4336 West Olive Avenue,1,1
"March 2, 2018",South Carolina,Saint Stephen,Imperial Dr,0,2
"February 28, 2018",Mississippi,Jackson,El Paso St,0,1
"February 27, 2018",Idaho,Coeur D Alene (Coeur D'alene),N Government Way and E Hattie Ave,1,1
"February 26, 2018",Missouri,Saint Louis,10331 Durness Dr,1,1
"February 24, 2018",Kentucky,Covington,4516 Decoursey Avenue,0,3
"February 21, 2018",Maryland,Brandywine,Chadsey Ln,2,0
"February 21, 2018",District of Columbia,Washington,4919 Kansas Ave NW,0,1
"February 21, 2018",Hawaii,Pahoa,Oio St,0,1
"February 21, 2018",Alabama,Montgomery,1600 block of Westcott Street,1,2
"February 20, 2018",Alabama,Mobile,Crawford Lane and Avondale Court,2,0
"February 18, 2018",Texas,Converse,I-10,1,1
"February 15, 2018",Florida,Coconut Creek,7600 Lyons Rd,0,1
"February 15, 2018",North Carolina,Henderson,538 Skenes Ave,1,1
"February 14, 2018",Texas,Humble,19713 US 59,0,2
"February 13, 2018",Illinois,Chicago,100 W Randolph St,1,0
"February 12, 2018",Mississippi,Cleveland,Beamon Drive,0,2
"February 11, 2018",Michigan,Detroit,19432 Lamont Street,4,3
"February 10, 2018",West Virginia,Charleston,501 Morris St,0,1
"February 10, 2018",Ohio,Westerville,300 block of Crosswind Dr,2,1
"February 9, 2018",Georgia,Locust Grove,1260 St. Francis Court,2,2
"February 7, 2018",Texas,Richardson,4250 E Renner Rd,2,0
"February 7, 2018",Tennessee,Nashville,194 Charles E Davis Blvd,0,1
"February 7, 2018",Virginia,Ashburn,45299 Research Pl,0,1
"February 5, 2018",Colorado,Colorado Springs,4225 Galley Rd,2,4
"February 2, 2018",Texas,Dale,1258 Hidden Oak Rd,0,1
"February 1, 2018",Illinois,Peoria,2700 SW Jefferson,1,1
"February 1, 2018",Kentucky,Louisville,Carey Ave and Bonnie Lane,2,1
"January 31, 2018",Texas,Houston,2500 block of Kiplands Way,1,2
"January 30, 2018",Washington,Wenatchee,1100 block of Westwood Ave,0,1
"January 27, 2018",Texas,Palmer,I-45,0,1
"January 26, 2018",Texas,Houston,3203 S Dairy Ashford,1,0
"January 26, 2018",Maryland,Little Orleans,11300 block of High Germany Rd,1,2
"January 24, 2018",Michigan,Detroit,5500 block of McDougall St,1,0
"January 24, 2018",Colorado,Denver,8700 block of Dawson Street,1,0
"January 24, 2018",Michigan,Union City,Arbogast Road,1,2
"January 23, 2018",Georgia,Savannah,100 block of Marian Cir,1,1
"January 18, 2018",Wisconsin,Milwaukee,600 block of S Hawley Rd,0,2
"January 18, 2018",Pennsylvania,Harrisburg,1837 Mulberry St,2,2
"January 17, 2018",Oklahoma,Bartlesville,1600 block of S Maple,1,2
"January 16, 2018",South Carolina,York,3042 Farrier Lane,1,4
"January 13, 2018",Alabama,Birmingham,2512 16th St North,0,2
"January 12, 2018",Alabama,Mobile,Dr Martin Luther King Jr Ave,0,1
"January 12, 2018",North Carolina,Lumberton,4381 Fayetteville Rd,0,1
"January 11, 2018",Tennessee,Knoxville,5405 Washington Pike,0,1
"January 11, 2018",North Carolina,Charlotte,4100 block of Carlyle Dr,2,1
"January 7, 2018",Washington,Spanaway,5100 block of 200th St E,2,0
"January 7, 2018",Louisiana,Monroe,Winnsboro Road,1,0
"January 6, 2018",Maryland,Huntingtown,5700 block of Stephen Reid Rd,0,1
"January 5, 2018",Kansas,Manhattan,3716 Hawthorne Woods Cir,0,1
"January 1, 2018",Tennessee,Newbern,114 Smith St,0,3
