Incident Date,State,City/County,Address,# killed,# injured
"July 5, 2014",Colorado,Littleton (Lakewood),9700 block of West Jewell Pl,0,3
"July 5, 2014",Indiana,Indianapolis,E 34th St and Forest Manor Ave,1,1
"July 3, 2014",Florida,Fort Lauderdale,535 Andrews Ave,1,1
"June 30, 2014",Washington,Vancouver,NE 162nd Ave and NE 34th St,0,1
"June 29, 2014",Florida,Miami (Sweetwater),11401 NW 12th St,0,1
"June 27, 2014",California,Inglewood,3845 W 113th St,1,1
"June 25, 2014",Delaware,Magnolia,Bay Hill Ln and W Birdie Ln,1,1
"June 23, 2014",Louisiana,Abbeville,S Hospital Dr,1,0
"June 23, 2014",Louisiana,Jennings,100 block of E South St,0,1
"June 23, 2014",Oregon,Rainier,US 30 and Veterans Way,1,1
"June 20, 2014",New Jersey,Camden,100 Market St,0,1
"June 19, 2014",Wisconsin,Milwaukee,5300 block of N Teutonia Ave,0,1
"June 19, 2014",Texas,Little River Academy,103 S Allison St,1,0
"June 14, 2014",California,Nevada City,Lower Campground Loop,0,3
"June 13, 2014",Georgia,Menlo,377 Moon Lake Rd,0,1
"June 11, 2014",Nevada,Henderson,489 Flat Plains Ave,1,1
"June 10, 2014",Florida,Lakeland,800 N Florence Ave,0,2
"June 9, 2014",Nebraska,Humboldt,717 Rd,0,1
"June 8, 2014",Nevada,Las Vegas,201 N Nellis Blvd,5,0
"June 7, 2014",Tennessee,Knoxville,Selma Ave and S Chestnut St,1,1
"June 6, 2014",Georgia,Cumming,100 Courthouse Sq,1,1
"June 6, 2014",Illinois,Chicago,9300 S Wallace Ave,0,4
"June 6, 2014",Georgia,Cumming,1100 E Main St,1,1
"June 5, 2014",Texas,Arlington,2900 Forest Hollow Ln,0,1
"June 2, 2014",Pennsylvania,Chester,1200 block of Culhane St,1,1
"June 1, 2014",Pennsylvania,Harrisburg (West Hanover),Green Hill Rd,0,2
"May 31, 2014",Georgia,Griffin,1702 North Expwy,1,1
"May 30, 2014",Illinois,Danville,200 block of Kentucky St,0,1
"May 30, 2014",Indiana,Indianapolis,2600 block of N Dearborn St,3,1
"May 30, 2014",Virginia,Norfolk,7400 block of Wellington Rd,3,1
"May 29, 2014",North Carolina,Raleigh,Colbert Creek Loop and Calloway Gap Rd,0,1
"May 26, 2014",California,Long Beach,Long Beach Blvd and E 69th Way,1,1
"May 25, 2014",Colorado,Loveland,17th St and N Wilson Ave,0,1
"May 24, 2014",Arizona,Scottsdale,8823 E Chaparell Rd,1,0
"May 12, 2014",New Hampshire,Exeter (Brentwood),46 Mill Pond Rd,1,0
"May 12, 2014",Alabama,Gordo,617 Garden Dr,0,2
"May 9, 2014",Texas,Killeen,1104 Circle M Dr,1,1
"May 8, 2014",Idaho,Payette,275 N 16th St,1,1
"May 8, 2014",Colorado,Gypsum,I-70,1,1
"May 8, 2014",Indiana,Crothersville,Hwy 39,0,1
"May 7, 2014",California,Whitethorn,Kelly Rd,0,2
"May 5, 2014",Indiana,Fort Wayne,5080 Adams Center Rd,0,1
"May 1, 2014",Alaska,Tanana,Front St,2,0
"April 25, 2014",California,San Diego,3800 block of Ray St,1,1
"April 22, 2014",New Jersey,Garfield,174 Passaic St,0,2
"April 19, 2014",Texas,Fredericksburg,1600 block of E Main St,0,1
"April 19, 2014",Alabama,Hartford,Co Rd 57,0,3
"April 18, 2014",Texas,San Antonio,W Woodlawn Ave,0,1
"April 17, 2014",New Jersey,Flemington,299 Main St,0,1
"April 16, 2014",Louisiana,Baton Rouge,1336 N 36th St,0,1
"April 16, 2014",Oregon,Portland,4100 block of SW Lobelia St,0,1
"April 15, 2014",Minnesota,Perley,County Rd 39 and County Rd 12,0,1
"April 14, 2014",Florida,Bradenton,5100 block of 33rd St E,1,1
"April 10, 2014",Texas,Edinburg,800 block of S 20th St,0,1
"April 9, 2014",Texas,San Antonio,8535 Mission Rd,0,1
"April 7, 2014",California,Los Angeles,4861 Venice Blvd,1,1
"April 6, 2014",Vermont,Salisbury,1496 Lake Dunmore Rd,0,3
"April 4, 2014",Alabama,Huntsville,2014 Stanford Dr,1,1
"April 1, 2014",Iowa,Maquoketa,200 block of W Grove St,1,1
"March 31, 2014",New York,Johnson City,32 Harrison Street,2,0
"March 28, 2014",Utah,Salt Lake City,300 S and W Temple,1,2
"March 28, 2014",North Carolina,New Bern,175 Craven Terr,2,1
"March 25, 2014",Washington,Rice,Scott Rd,1,1
"March 23, 2014",North Carolina,Winston Salem (Winston-salem),615 Anson St,0,1
"March 22, 2014",Florida,Windermere,Conroy Windermere Rd and Horizon Cir,3,0
"March 20, 2014",Texas,Corpus Christi,Congressional Dr and Pebble Beach Dr,0,3
"March 20, 2014",California,Anaheim,1120 block of N Mayfair Ave,1,0
"March 19, 2014",California,Fort Bragg,Ward Ave and Park Dr,1,0
"March 12, 2014",North Carolina,Morganton,Fish Hatchery Rd and Pea Ridge Rd,2,0
"March 12, 2014",Oregon,Portland,Sunset Blvd and Capitol Hwy,1,1
"March 8, 2014",California,San Francisco,1377 Florida Ave,0,1
"March 5, 2014",Indiana,Indianapolis,1633 S State Ave,0,4
"March 3, 2014",Arizona,Phoenix,43rd Ave and Bethany Home Rd,2,1
"March 2, 2014",Colorado,Loveland,W Eisenhower Blvd and Wilson Ave,0,1
"February 27, 2014",Missouri,Saint Louis (Woodson Terrace),Natural Bridge Rd and Woodson Rd,1,0
"February 27, 2014",New Mexico,Albuquerque,Sunport Blvd and Yale Blvd SE,0,1
"February 26, 2014",New York,Brooklyn,Utica Ave and Empire Blvd,0,1
"February 22, 2014",North Carolina,Sanford,1122 Boykin Ave,0,2
"February 20, 2014",Texas,Houston,10009 Almeda Genoa Rd,0,1
"February 18, 2014",Alabama,Pine Hill,234 Leroy Randolph Rd,0,1
"February 15, 2014",Texas,Dallas,13030 Audelia Rd,0,2
"February 15, 2014",Ohio,Hamilton,1100 block of Sipple Ave,1,1
"February 13, 2014",Arkansas,Helena-west Helena,614 West Cleburne St,0,3
"February 10, 2014",California,Los Angeles,7100 block of Yolanda Ave,0,2
"February 9, 2014",South Carolina,Columbia,500 block of S Beltline,0,1
"February 6, 2014",Georgia,Lithonia,Salem Rd and Cape Cod Ln,0,1
"February 5, 2014",Florida,Perry,2441 S Byron Butler Pkwy,1,3
"February 4, 2014",Georgia,Atlanta,Powers Ferry Rd and I-285,0,1
"January 31, 2014",Nevada,Laughlin,3600 block of Needles Hwy,1,1
"January 30, 2014",Utah,Santaquin,Main and Center Streets,2,1
"January 29, 2014",Ohio,Columbus,120 Marconi Blvd,0,1
"January 25, 2014",Oklahoma,Oklahoma City (Del City),I-40 and Sunnylane Rd,1,2
"January 24, 2014",Massachusetts,New Bedford,244 Davis St,0,1
"January 24, 2014",Arkansas,Pine Bluff,3800 S Camden Rd,0,1
"January 22, 2014",North Carolina,Mocksville,South Angell Rd,0,1
"January 21, 2014",California,San Francisco,6450 Dougherty Rd,1,0
"January 21, 2014",California,Dublin,6450 Dougherty Rd,1,0
"January 18, 2014",Florida,Melbourne,1508 E University Blvd,0,1
"January 16, 2014",Oklahoma,Ardmore,H St NE and Martin Luther King Blvd,2,5
"January 11, 2014",Florida,Miami Gardens,2170 NW 183rd Street,0,2
"January 9, 2014",Virginia,Richmond,1250 E Marshall St,0,1
"January 7, 2014",South Carolina,Fort Mill,300 block of Brookside Drive,0,2
"January 7, 2014",South Carolina,Fort Mill,314 Brookside Dr,0,1
"January 7, 2014",Virginia,Ferrum,4411 Prillaman Switch Rd,0,2
"January 4, 2014",Georgia,Lawrenceville,3000 block of Smokemist Trace,1,1
"January 3, 2014",Arizona,Phoenix,N/A,0,1
"January 3, 2014",Oklahoma,Oklahoma City,W Hefner Rd and N Western Ave,1,1
"January 2, 2014",Florida,Crestview,462 N Savage St,1,2
